uid,org,group,a,b,entry,f1,correct,prec_id0.25,prec_id0,prec_examples,status,fnat_6,f1set_6,fnat_8,f1set_8,fnat_10,f1set_10
Q5EBL4_Q86T03,human,low,Q86T03,Q5EBL4,9qm9,0.0,False,False,False,,ok,0.0,0.0,0.0,0.0,0.0,0.0
Q5JPE7_Q969V3,human,low,Q5JPE7,Q969V3,9c7v,0.050632911392405,False,False,False,,ok,0.0,0.0,0.0,0.0,0.0,0.0
Q5JVF3_Q96PV6,human,confident,Q5JVF3,Q96PV6,9dlv,0.762589928057554,True,False,False,,ok,0.75,0.8421052631578947,0.7777777777777778,0.905982905982906,0.8076923076923077,0.9424083769633508
Q5JVL4_Q969V4,human,low,Q5JVL4,Q969V4,7ung,0.0,False,True,True,7RRO,ok,0.0,0.0,0.0,0.0,0.0,0.0
Q5SY16_Q9Y4W2,human,confident,Q5SY16,Q9Y4W2,26lk,0.8729641693811075,True,True,True,"6OF2,6OF3,6OF4",ok,0.6976744186046512,0.8268156424581006,0.8071748878923767,0.9172413793103448,0.8568548387096774,0.9382716049382716
Q5TKA1_Q96GY3,human,confident,Q96GY3,Q5TKA1,7r1d,0.8031496062992126,True,False,False,,ok,0.7058823529411765,0.7547169811320755,0.696969696969697,0.8468468468468469,0.7542857142857143,0.896969696969697
Q5VU69_Q9Y5B8,human,confident,Q9Y5B8,Q5VU69,8j07,0.8852459016393442,True,True,True,7RRO,ok,1.0,0.75,1.0,0.8852459016393442,0.8765432098765432,0.8627450980392157
Q658Y4_Q9HAS0,human,confident,Q9HAS0,Q658Y4,24ip,0.9066666666666666,True,False,False,,ok,0.9090909090909091,0.8205128205128205,0.88,0.918918918918919,0.8983050847457628,0.9482758620689655
Q68CZ6_Q96CS2,human,confident,Q68CZ6,Q96CS2,7sqk,0.6764705882352942,True,False,False,,ok,0.5,0.6,0.5,0.6764705882352942,0.45985401459854014,0.6470588235294118
Q6IA86_Q9H9T3,human,confident,Q9H9T3,Q6IA86,8ptx,0.7572815533980582,True,True,True,6QK7,ok,0.7142857142857143,0.6896551724137931,0.8378378378378378,0.7647058823529411,0.8880597014925373,0.88
Q6IBW4_Q86XI2,human,confident,Q6IBW4,Q86XI2,9f5w,0.6947368421052632,True,False,False,,ok,0.7931034482758621,0.7311827956989247,0.8735632183908046,0.825,0.8632075471698113,0.8536585365853658
Q6IBW4_Q9NTJ3,human,confident,Q9NTJ3,Q6IBW4,9f5w,0.0,False,False,False,,ok,0.0,0.0,0.0,0.0,0.0,0.0
Q6IPU0_Q71F23,human,confident,Q6IPU0,Q71F23,9tax,0.8292682926829268,True,False,False,,ok,0.75,0.8888888888888888,0.7295081967213115,0.8874172185430463,0.7684887459807074,0.897196261682243
Q6IPU0_Q7L2Z9,human,low,Q6IPU0,Q7L2Z9,7pb8,0.0,False,False,False,,ok,0.0,0.0,0.0,0.0,0.0,0.0
Q6NZ67_Q96RT7,human,low,Q6NZ67,Q96RT7,9qvm,0.0,False,True,True,6X0V,ok,0.0,0.0,0.0,0.0,0.0,0.0
Q6NZ67_Q9BSJ2,human,confident,Q9BSJ2,Q6NZ67,9qvm,0.9215686274509804,True,True,True,6X0V,ok,0.7708333333333334,0.8235294117647058,0.8689655172413793,0.9353233830845771,0.863517060367454,0.9552238805970149
Q6P582_Q96RT7,human,low,Q6P582,Q96RT7,8rx1,0.0,False,True,True,6X0V,ok,0.0,0.0,0.0,0.0,0.0,0.0
Q6P9B9_Q96N11,human,confident,Q96N11,Q6P9B9,8rc4,0.8245614035087719,True,False,False,,ok,0.48484848484848486,0.7605633802816901,0.5050505050505051,0.831858407079646,0.6094420600858369,0.8685714285714285
Q6PI98_Q9Y230,human,low,Q9Y230,Q6PI98,9ge5,0.2068965517241379,False,True,True,"6FHS,6FML",ok,0.0,0.0,0.0,0.0,0.0,0.0
Q6PI98_Q9Y265,human,low,Q6PI98,Q9Y265,9gev,0.0,False,True,True,"6FHS,6FML",ok,0.0,0.0,0.0,0.0,0.0,0.0
Q6SPF0_Q96JM7,human,confident,Q96JM7,Q6SPF0,8y77,1.0,True,False,False,,ok,0.9166666666666666,0.96,1.0,1.0,0.927710843373494,0.9866666666666667
Q6UWZ7_Q9NWV8,human,low,Q9NWV8,Q6UWZ7,9smp,0.0,False,True,True,"6GVW,6H3C",ok,0.0,0.0,0.0,0.0,0.0,0.0
Q6ZNE5_Q8NEB9,human,low,Q6ZNE5,Q8NEB9,9mhg,0.0,False,False,False,,ok,0.0,0.0,0.0,0.0,0.0,0.0
Q71F23_Q7L2Z9,human,confident,Q7L2Z9,Q71F23,9tax,0.8,True,False,False,,ok,0.4533333333333333,0.7398843930635838,0.6008583690987125,0.8013245033112583,0.5604395604395604,0.7790432801822323
Q7Z3J2_Q9UBQ0,human,confident,Q9UBQ0,Q7Z3J2,8syn,0.8738738738738738,True,False,False,,ok,0.8571428571428571,0.8869565217391304,0.7730496453900709,0.8981481481481481,0.800531914893617,0.9451697127937336
Q7Z4G1_Q8N668,human,confident,Q8N668,Q7Z4G1,8f2u,0.8900523560209425,True,False,False,,ok,0.7741935483870968,0.7835051546391752,0.8828828828828829,0.8900523560209425,0.89272030651341,0.917910447761194
Q7Z4G1_Q9H0A8,human,confident,Q7Z4G1,Q9H0A8,8p0w,0.9473684210526316,True,False,False,,ok,0.9411764705882353,0.9777777777777777,0.9302325581395349,0.9473684210526315,0.9418604651162791,0.9130434782608695
Q7Z4H7_Q9NVX0,human,confident,Q7Z4H7,Q9NVX0,7sqk,0.7705627705627706,True,False,False,,ok,0.35714285714285715,0.4946236559139785,0.5575221238938053,0.7739130434782608,0.6360759493670886,0.825065274151436
Q7Z4L5_Q96FT9,human,low,Q96FT9,Q7Z4L5,8fgw,0.0,False,False,False,,ok,0.0,0.0,0.0,0.0,0.0,0.07692307692307693
Q7Z6J9_Q8NCE0,human,confident,Q8NCE0,Q7Z6J9,8iss,0.9015151515151516,True,False,False,,ok,0.7936507936507936,0.8918918918918919,0.8379888268156425,0.9285714285714286,0.8337349397590361,0.947075208913649
Q86UE8_Q9Y294,human,confident,Q86UE8,Q9Y294,7lo0,0.2083333333333333,False,False,False,,ok,0.0,0.2,0.0,0.1875,0.0,0.2909090909090909
Q86VS8_Q8N612,human,low,Q8N612,Q86VS8,8qat,0.0416666666666666,False,False,False,,ok,0.0,0.0,0.0,0.0,0.0,0.0
Q86VS8_Q9H8T0,human,confident,Q9H8T0,Q86VS8,8qat,0.8089887640449438,True,False,False,,ok,0.8666666666666667,0.8181818181818182,0.8,0.8089887640449438,0.8776978417266187,0.8676470588235294
Q86VX2_Q9Y6G5,human,confident,Q86VX2,Q9Y6G5,8esd,0.196078431372549,False,False,False,,ok,0.0,0.0392156862745098,0.1111111111111111,0.21505376344086022,0.12,0.291970802919708
Q86X83_Q9H0A8,human,confident,Q86X83,Q9H0A8,8f2u,0.1651376146788991,False,False,False,,ok,0.0,0.03333333333333333,0.125,0.1651376146788991,0.1282051282051282,0.25609756097560976
Q86X83_Q9UBI1,human,confident,Q9UBI1,Q86X83,8p0w,0.96,True,False,False,,ok,0.8936170212765957,0.9242424242424242,0.9319727891156463,0.96,0.9137931034482759,0.9453376205787781
Q86XP3_Q9BWJ5,human,low,Q86XP3,Q9BWJ5,7evn,0.1538461538461538,False,True,True,"6AH0,6QX9,6Y50,6Y5Q",ok,0.0,0.0,0.0,0.0,0.0,0.0
Q86XR8_Q96MT8,human,confident,Q86XR8,Q96MT8,9i7q,0.0,False,False,False,,ok,0.0,0.0,0.0,0.0,0.0,0.0
Q86YC2_Q9UBU8,human,low,Q9UBU8,Q86YC2,7s4a,0.0,False,False,False,,ok,0.0,0.0,0.0,0.0,0.0,0.0
Q8IW40_Q9Y230,human,confident,Q8IW40,Q9Y230,29jr,0.9230769230769232,True,False,False,,ok,1.0,0.8,0.84,0.9230769230769231,0.8873239436619719,0.8791208791208791
Q8IWY9_Q9Y294,human,confident,Q8IWY9,Q9Y294,9cvc,0.6631578947368421,True,False,False,,ok,0.36,0.5494505494505495,0.4642857142857143,0.6850828729281768,0.4915254237288136,0.7730496453900709
Q8IXW5_Q9UHW5,human,low,Q9UHW5,Q8IXW5,9t5j,0.0,False,False,False,,ok,0.0,0.0,0.0,0.0,0.0,0.0
Q8IY18_Q8WV22,human,confident,Q8IY18,Q8WV22,9lwj,0.9491525423728814,True,False,False,,ok,0.7692307692307693,0.75,0.7560975609756098,0.9491525423728814,0.8761904761904762,0.9375
Q8IY18_Q96MF7,human,confident,Q8IY18,Q96MF7,9lwj,0.8,True,False,False,,ok,0.6486486486486487,0.7901234567901234,0.6759259259259259,0.7919463087248322,0.7735191637630662,0.9285714285714286
Q8IZL8_Q9BV38,human,confident,Q8IZL8,Q9BV38,8fl4,0.7053140096618358,True,False,False,,ok,0.5833333333333334,0.7222222222222222,0.6111111111111112,0.7319587628865979,0.6124661246612466,0.7834394904458599
Q8IZL8_Q9NXF1,human,low,Q8IZL8,Q9NXF1,9dum,0.1724137931034483,False,False,False,,ok,0.0,0.0,0.0,0.1875,0.0,0.14035087719298245
Q8N612_Q9H8T0,human,confident,Q9H8T0,Q8N612,8qat,0.8409090909090909,True,False,False,,ok,0.84375,0.8705882352941177,0.831858407079646,0.9192546583850931,0.8683127572016461,0.919831223628692
Q8N668_Q9P000,human,confident,Q9P000,Q8N668,8p0w,0.25,False,False,False,,ok,0.0,0.1348314606741573,0.0,0.25,0.0,0.3942307692307692
Q8N720_Q9NVM9,human,low,Q9NVM9,Q8N720,8pk6,0.0571428571428571,False,False,False,,ok,0.0,0.0,0.0,0.0,0.0,0.0
Q8N8R7_Q96T68,human,confident,Q8N8R7,Q96T68,8hfp,0.9272727272727272,True,False,False,,ok,1.0,0.9855072463768116,0.8961038961038961,0.9345794392523364,0.8641304347826086,0.9397590361445783
Q8TAQ2_Q9NPI1,human,low,Q9NPI1,Q8TAQ2,7vdv,0.1212121212121212,False,True,True,"6LTH,6LTJ,9A0K",ok,0.0,0.0,0.0,0.0392156862745098,0.0,0.13953488372093023
Q8TDN6_Q99848,human,confident,Q99848,Q8TDN6,8fkt,0.9407114624505928,True,True,True,"5Z1G,5Z3G,6ELZ,6EM1",ok,0.8688524590163934,0.9161290322580645,0.8895705521472392,0.9482071713147411,0.9406175771971497,0.9714285714285714
Q8TF46_Q9NQT5,human,low,Q9NQT5,Q8TF46,9g8m,0.0,False,True,True,"4IFD,5C0W,5C0X,5G06",ok,0.0,0.0,0.0,0.0,0.0,0.0
Q8WTT2_Q9Y3T9,human,confident,Q8WTT2,Q9Y3T9,8fkv,0.8056537102473498,True,False,False,,ok,0.7551020408163265,0.8503937007874016,0.7584269662921348,0.8327137546468402,0.728051391862955,0.9146919431279621
Q8WUA4_Q9UKN8,human,low,Q8WUA4,Q9UKN8,8cli,0.2758620689655172,False,False,False,,ok,0.0,0.06557377049180328,0.0,0.19672131147540983,0.0,0.21105527638190955
Q8WUB8_Q96GM5,human,low,Q8WUB8,Q96GM5,7vdv,0.0,False,True,True,"6LTH,6LTJ,9A0K",ok,0.0,0.0,0.0,0.0,0.0,0.0
Q8WUD4_Q99459,human,low,Q8WUD4,Q99459,9s2e,0.0,False,False,False,,ok,0.0,0.0,0.0,0.0,0.0,0.0
Q8WUD4_Q9BZJ0,human,confident,Q8WUD4,Q9BZJ0,9fmd,0.8450704225352113,True,False,False,,ok,0.3333333333333333,0.5185185185185185,0.46511627906976744,0.8571428571428571,0.57,0.8288288288288288
Q8WUD4_Q9HCS7,human,confident,Q8WUD4,Q9HCS7,8ro2,0.7790697674418605,True,False,False,,ok,0.575,0.6666666666666666,0.5084745762711864,0.7719298245614035,0.630718954248366,0.8309859154929577
Q92643_Q969N2,human,confident,Q92643,Q969N2,7w72,0.9166666666666666,True,False,False,,ok,0.8461538461538461,0.9291338582677166,0.8269230769230769,0.9166666666666666,0.8387909319899244,0.9266862170087976
Q92643_Q96S52,human,confident,Q92643,Q96S52,7w72,0.8368200836820083,True,False,False,,ok,0.5925925925925926,0.6896551724137931,0.6538461538461539,0.8368200836820083,0.7045454545454546,0.8186528497409327
Q969G3_Q9NPI1,human,low,Q9NPI1,Q969G3,7vdv,0.0,False,True,True,"6LTH,6LTJ,9A0K",ok,0.0,0.0,0.0,0.0,0.0,0.0
Q969N2_Q96S52,human,confident,Q969N2,Q96S52,8imx,0.868421052631579,True,False,False,,ok,0.78125,0.8297872340425532,0.7446808510638298,0.8741721854304636,0.8,0.9084507042253521
Q969R8_Q9Y664,human,confident,Q9Y664,Q969R8,9o5a,0.9316770186335404,True,False,False,,ok,0.7727272727272727,0.9,0.8833333333333333,0.9375,0.8651315789473685,0.944
Q96CS2_Q9H6D7,human,confident,Q9H6D7,Q96CS2,7sqk,0.7705779334500875,True,False,False,,ok,0.30357142857142855,0.5625,0.26525198938992045,0.7299270072992701,0.28085106382978725,0.8204488778054863
Q96DZ1_Q9UBV2,human,confident,Q96DZ1,Q9UBV2,8kes,0.84375,True,True,True,6VK3,ok,0.5789473684210527,0.7777777777777778,0.7545454545454545,0.8839779005524862,0.773851590106007,0.926829268292683
Q96F24_Q99570,human,confident,Q96F24,Q99570,9tz3,0.82,True,False,False,,ok,0.7692307692307693,0.8620689655172413,0.7428571428571429,0.8631578947368421,0.8,0.9080459770114943
Q96FT9_Q9P2L0,human,confident,Q96FT9,Q9P2L0,8bbe,0.8242424242424242,True,False,False,,ok,0.8461538461538461,0.8311688311688312,0.8602150537634409,0.9645390070921985,0.9012875536480687,0.9416666666666667
Q96GM5_Q9NPI1,human,low,Q9NPI1,Q96GM5,7y8r,0.0,False,True,True,"6LTH,6LTJ,9A0K",ok,0.0,0.0,0.0,0.0,0.0,0.028169014084507043
Q96HY6_Q96JB5,human,confident,Q96HY6,Q96JB5,9gy4,0.5098039215686274,True,False,False,,ok,0.3333333333333333,0.4,0.43478260869565216,0.65,0.4576271186440678,0.7323943661971831
Q96IY1_Q9HBM1,human,low,Q96IY1,Q9HBM1,8ppr,0.0,False,False,False,,ok,0.0,0.0,0.0,0.0,0.0,0.0
Q96LI5_Q9UIV1,human,confident,Q96LI5,Q9UIV1,7voi,0.8089887640449438,True,True,True,"4B8C,7AX1",ok,0.8,0.9230769230769231,0.8888888888888888,0.96,0.8145161290322581,0.9026548672566371
Q96MF7_Q96SB8,human,low,Q96MF7,Q96SB8,9lwj,0.0,False,False,False,,ok,0.0,0.0,0.0,0.0,0.0,0.0
Q96RL1_Q9NWV8,human,low,Q9NWV8,Q96RL1,9smp,0.08,False,True,True,6GVW,ok,0.0,0.0,0.0,0.0,0.007936507936507936,0.11940298507462686
Q96RQ3_Q9HCC0,human,confident,Q96RQ3,Q9HCC0,8jxm,0.9375,True,True,True,"3N6R,3U9S,3U9T,6YBP",ok,0.8064516129032258,0.8974358974358975,0.8846153846153846,0.9493670886075949,0.9061224489795918,0.9478260869565217
Q96S44_Q9NPF4,human,confident,Q9NPF4,Q96S44,9fl9,0.6355140186915887,True,False,False,,ok,0.36363636363636365,0.5641025641025641,0.6153846153846154,0.6666666666666666,0.6972477064220184,0.7542857142857143
Q96S52_Q9H490,human,confident,Q9H490,Q96S52,8imx,0.8695652173913043,True,False,False,,ok,0.4666666666666667,0.6875,0.6829268292682927,0.8695652173913043,0.6716417910447762,0.8085106382978723
Q96SY0_Q9NVR2,human,confident,Q9NVR2,Q96SY0,8rbx,0.5663716814159292,True,False,False,,ok,0.022222222222222223,0.5538461538461539,0.07017543859649122,0.5663716814159292,0.1619718309859155,0.7085714285714285
Q99436_Q9Y244,human,confident,Q9Y244,Q99436,8yix,0.8296296296296296,True,False,False,,ok,0.3333333333333333,0.6575342465753424,0.47368421052631576,0.8208955223880597,0.527027027027027,0.8374384236453202
Q99832_Q9H2J4,human,low,Q99832,Q9H2J4,7nvm,0.0,False,False,False,,ok,0.0,0.0,0.0,0.0,0.0,0.0
Q9BQ95_Q9H845,human,low,Q9H845,Q9BQ95,8phe,0.0,False,False,False,,ok,0.0,0.0,0.0,0.0,0.0,0.0
Q9BRR8_Q9BRX9,human,confident,Q9BRR8,Q9BRX9,9s2f,0.916030534351145,True,False,False,,ok,0.7435897435897436,0.9113924050632911,0.8526315789473684,0.916030534351145,0.8577405857740585,0.9484536082474226
Q9BS16_Q9H3R5,human,confident,Q9BS16,Q9H3R5,7xho,0.8957871396895787,True,False,False,,ok,0.62,0.784,0.7119741100323624,0.8973214285714286,0.7264150943396226,0.8982229402261712
Q9BT04_Q9ULD6,human,confident,Q9ULD6,Q9BT04,7q3d,0.8426395939086294,True,False,False,,ok,0.64,0.905982905982906,0.7553956834532374,0.9010989010989011,0.7855072463768116,0.9061488673139159
Q9BT25_Q9NVX0,human,confident,Q9NVX0,Q9BT25,7sqk,0.6289308176100629,True,False,False,,ok,0.19047619047619047,0.36363636363636365,0.3979591836734694,0.6289308176100629,0.4375,0.7246376811594203
Q9BTE1_Q9UJW0,human,confident,Q9UJW0,Q9BTE1,9b85,0.8372093023255814,True,True,True,"6ZNL,6ZNM,6ZNN,6ZNO",ok,0.5714285714285714,0.59375,0.75,0.8372093023255814,0.7407407407407407,0.8535564853556485
Q9BV38_Q9NXF1,human,low,Q9NXF1,Q9BV38,8fl2,0.0,False,False,False,,ok,0.0,0.0,0.0,0.0,0.0,0.05755395683453238
Q9BZE4_Q9UKD2,human,low,Q9BZE4,Q9UKD2,8idy,0.0,False,True,True,"3JCT,4V7F,5JCS,6ELZ",ok,0.0,0.0,0.0,0.0,0.0,0.0
Q9GZQ3_Q9UBI1,human,confident,Q9UBI1,Q9GZQ3,8f2u,0.2272727272727272,False,False,False,,ok,0.0,0.07692307692307693,0.0,0.22727272727272727,0.0,0.32
Q9H0A8_Q9UBI1,human,low,Q9UBI1,Q9H0A8,8f2r,0.0,False,False,False,,ok,,0.0,0.0,0.0,0.0,0.0
Q9H410_Q9HBM1,human,low,Q9HBM1,Q9H410,8ppr,0.0,False,False,False,,ok,0.0,0.0,0.0,0.0,0.0,0.0
Q9H9A5_Q9UKZ1,human,confident,Q9H9A5,Q9UKZ1,8bfi,0.8457943925233645,True,False,False,,ok,0.6588235294117647,0.7926267281105991,0.7444444444444445,0.8722891566265061,0.788235294117647,0.9287925696594427
Q9HCN4_Q9UHW5,human,confident,Q9HCN4,Q9UHW5,9t5j,0.7835051546391752,True,False,False,,ok,0.7727272727272727,0.7766990291262136,0.753968253968254,0.7958115183246073,0.8501440922190202,0.9144736842105263
Q9NX08_Q9UBI1,human,confident,Q9UBI1,Q9NX08,8f2r,0.1654135338345864,False,False,False,,ok,0.0,0.05128205128205128,0.0,0.16541353383458646,0.08695652173913043,0.28415300546448086
Q9NXF1_Q9Y4W2,human,confident,Q9NXF1,Q9Y4W2,8fl3,0.9047619047619048,True,False,False,,ok,0.7272727272727273,0.8571428571428571,0.9259259259259259,0.95,0.9029850746268657,0.9473684210526315
Q9NXL9_Q9UJA3,human,confident,Q9UJA3,Q9NXL9,8s91,0.028673835125448,False,False,False,,ok,0.0,0.0,0.0,0.0,0.0,0.014814814814814815
Q9P000_Q9Y6G5,human,confident,Q9P000,Q9Y6G5,8p0w,0.0491803278688524,False,False,False,,ok,,0.0,0.0,0.04918032786885246,0.0,0.11834319526627218
Q9UBB9_Q9Y5B6,human,confident,Q9UBB9,Q9Y5B6,8ro2,0.8796296296296297,True,False,False,,ok,0.6590909090909091,0.8421052631578947,0.8492063492063492,0.9326424870466321,0.7917981072555205,0.9010238907849829
Q9UBI1_Q9Y6G5,human,confident,Q9UBI1,Q9Y6G5,8f2u,0.9056603773584906,True,False,False,,ok,1.0,1.0,0.9230769230769231,0.9056603773584906,0.9135802469135802,0.9052631578947369
Q9UHR5_Q9UK58,human,confident,Q9UHR5,Q9UK58,9vuh,0.9485294117647058,True,False,False,,ok,0.8115942028985508,0.9182389937106918,0.8315217391304348,0.9481481481481482,0.8706563706563707,0.9594272076372315
Q9UPM8_Q9Y587,human,confident,Q9Y587,Q9UPM8,9u9i,0.69,True,True,True,"1W63,4HMY,4P6Z,6CM9",ok,0.25,0.5,0.49557522123893805,0.6878306878306878,0.5374149659863946,0.8348909657320872
Q9Y5Q8_Q9Y5Q9,human,confident,Q9Y5Q8,Q9Y5Q9,8clk,0.8852459016393442,True,False,True,,ok,0.5538461538461539,0.7189542483660131,0.7276995305164319,0.8896321070234113,0.7527472527472527,0.9261744966442953
ma-bak-cepc-0066,yeast,confident,P05756,P42846,9g25,0.863013698630137,True,False,False,,ok,0.7647058823529411,0.8275862068965517,0.797979797979798,0.8611111111111112,0.7229437229437229,0.839622641509434
ma-bak-cepc-0067,yeast,confident,P06104,Q07457,7uvc,0.8627450980392157,True,False,False,,ok,1.0,0.9090909090909091,0.8461538461538461,0.8979591836734694,0.8450704225352113,0.898876404494382
ma-bak-cepc-0101,yeast,confident,P0CX36,P0CX38,7zw0,0.9230769230769232,True,True,True,"3J6X,3J6Y,3J77,3J78",ok,1.0,0.75,1.0,0.9230769230769231,0.9666666666666667,0.9302325581395349
ma-bak-cepc-0111,yeast,confident,P10363,P20457,8b9c,0.9873417721518988,True,True,True,"4BPU,4BPW,4BPX,4RR2",ok,1.0,0.9795918367346939,0.96,0.9873417721518988,0.9448275862068966,0.9565217391304348
ma-bak-cepc-0135,yeast,confident,P14724,P09798,8a61,0.8888888888888888,True,False,False,,ok,0.55,0.7017543859649122,0.8170731707317073,0.8888888888888888,0.8407960199004975,0.9174311926605505
ma-bak-cepc-0143,yeast,confident,P15731,P54860,9kht,0.8641975308641975,True,True,True,3L1Z,ok,0.4666666666666667,0.6666666666666666,0.7380952380952381,0.8641975308641975,0.847457627118644,0.8053691275167785
ma-bak-cepc-0173,yeast,confident,P20457,P38121,8fod,0.1379310344827586,False,True,True,"5EXR,7OPL",ok,0.0,0.0,0.1111111111111111,0.2,0.08,0.2777777777777778
ma-bak-cepc-0182,yeast,confident,P21801,P33421,9qdm,0.912,True,True,True,"1YQ3,1YQ4,1ZOY,1ZP0",ok,0.5555555555555556,0.8533333333333334,0.7368421052631579,0.912,0.6637168141592921,0.9137055837563451
ma-bak-cepc-0200,yeast,confident,P23179,Q02721,8uru,0.8831168831168831,True,False,False,,ok,0.6578947368421053,0.7872340425531915,0.7327586206896551,0.8758169934640523,0.7448275862068966,0.9322033898305084
ma-bak-cepc-0214,yeast,confident,P25301,P38953,9q2h,0.8026315789473685,True,False,False,,ok,0.4918032786885246,0.697986577181208,0.5488372093023256,0.8054607508532423,0.6537785588752196,0.8893617021276595
ma-bak-cepc-0228,yeast,confident,P25582,Q04031,7nac,0.6296296296296297,True,False,False,,ok,0.42424242424242425,0.6461538461538462,0.5,0.6296296296296297,0.4669811320754717,0.6210526315789474
ma-bak-cepc-0242,yeast,confident,P26798,P13902,7xq5,0.8925619834710744,True,False,False,,ok,0.8,0.90625,0.9583333333333334,1.0,0.9310344827586207,0.95
ma-bak-cepc-0272,yeast,confident,P32341,P38784,8eat,0.8979591836734694,True,False,False,,ok,0.5454545454545454,0.7586206896551724,0.75,0.8979591836734694,0.7567567567567568,0.9411764705882353
ma-bak-cepc-0285,yeast,confident,P32495,Q6Q547,9g28,0.7368421052631579,True,True,True,7BGB,ok,0.6363636363636364,0.7692307692307693,0.6511627906976745,0.7368421052631579,0.6341463414634146,0.76
ma-bak-cepc-0294,yeast,confident,P32527,P38788,7x3k,0.825531914893617,True,False,True,,ok,0.5370370370370371,0.7285714285714285,0.6374269005847953,0.825531914893617,0.6641975308641975,0.8645533141210374
ma-bak-cepc-0300,yeast,confident,P32602,P18759,9nlz,0.847457627118644,True,True,True,"3J96,3J97,3J98,3J99",ok,0.6666666666666666,0.6363636363636364,0.8148148148148148,0.8771929824561403,0.8941176470588236,0.9
ma-bak-cepc-0302,yeast,confident,P32613,Q03660,7u05,0.8888888888888888,True,False,False,,ok,0.5789473684210527,0.6440677966101694,0.7093023255813954,0.8888888888888888,0.786046511627907,0.9237668161434978
ma-bak-cepc-0303,yeast,confident,P32617,P53946,9cat,0.9281045751633988,True,True,True,"6FHS,6FML",ok,0.8103448275862069,0.8513513513513513,0.8969072164948454,0.9281045751633987,0.8991416309012875,0.960919540229885
ma-bak-cepc-0314,yeast,confident,P32897,P39515,8e1m,0.9534883720930232,True,False,False,,ok,0.8695652173913043,0.9047619047619048,0.8615384615384616,0.9534883720930233,0.8449197860962567,0.9370629370629371
ma-bak-cepc-0322,yeast,confident,P32905,Q08444,8c01,0.8411214953271028,True,True,True,"6G18,6G4S,6G51,6G53",ok,0.7272727272727273,0.7878787878787878,0.7076923076923077,0.8411214953271028,0.8,0.8542713567839196
ma-bak-cepc-0355,yeast,confident,P33891,P28791,8eki,0.8457142857142858,True,False,False,,ok,0.8333333333333334,0.725,0.7325581395348837,0.8505747126436781,0.7440944881889764,0.8734177215189873
ma-bak-cepc-0382,yeast,confident,P36049,P43586,8v87,0.8387096774193549,True,False,False,,ok,0.5714285714285714,0.8205128205128205,0.7105263157894737,0.8387096774193549,0.6702127659574468,0.9090909090909091
ma-bak-cepc-0390,yeast,confident,P36107,Q06346,9ivc,0.875,True,False,False,,ok,0.8372093023255814,0.8909090909090909,0.8055555555555556,0.8910891089108911,0.8988439306358381,0.95
ma-bak-cepc-0395,yeast,confident,P36131,P53168,8q84,0.8732394366197183,True,False,False,,ok,0.6363636363636364,0.7058823529411765,0.7368421052631579,0.8732394366197183,0.7244897959183674,0.8869565217391304
ma-bak-cepc-0396,yeast,confident,P36131,Q03954,8q85,0.7719298245614035,True,False,False,,ok,0.375,0.36666666666666664,0.6736842105263158,0.7764705882352941,0.6458333333333334,0.7984496124031008
ma-bak-cepc-0399,yeast,confident,P36146,Q07845,7y18,0.8235294117647058,True,True,True,"6OF2,6OF3,6OF4",ok,0.5416666666666666,0.7590361445783133,0.6724890829694323,0.8185053380782918,0.6405693950177936,0.7729468599033816
ma-bak-cepc-0404,yeast,confident,P36162,P35734,8q84,0.9473684210526316,True,False,False,,ok,0.8181818181818182,0.8941176470588236,0.8863636363636364,0.9692307692307692,0.8823529411764706,0.9368421052631579
ma-bak-cepc-0405,yeast,confident,P36162,P69852,8q84,0.3582089552238806,False,False,False,,ok,0.0,0.06451612903225806,0.2962962962962963,0.3582089552238806,0.4675324675324675,0.6379310344827587
ma-bak-cepc-0406,yeast,confident,P36162,Q03954,8q84,0.9594594594594594,True,False,False,,ok,0.8571428571428571,0.8695652173913043,0.8921568627450981,0.9594594594594594,0.8899082568807339,0.9158878504672897
ma-bak-cepc-0443,yeast,confident,P38255,P31385,8hpo,0.448,False,False,False,,ok,0.20833333333333334,0.3018867924528302,0.25,0.448,0.33070866141732286,0.5588235294117647
ma-bak-cepc-0444,yeast,confident,P38255,Q07458,8hpo,0.8205128205128205,True,False,False,,ok,0.6666666666666666,0.7777777777777778,0.7,0.8311688311688312,0.6929824561403509,0.8037383177570093
ma-bak-cepc-0452,yeast,confident,P38302,Q12309,9dtr,0.9041095890410958,True,True,True,7B9V,ok,0.6363636363636364,0.8666666666666667,0.8780487804878049,0.9166666666666666,0.8857142857142857,0.918918918918919
ma-bak-cepc-0465,yeast,confident,P38429,P40505,9v2w,0.6521739130434783,True,False,False,,ok,0.5333333333333333,0.7450980392156863,0.5352112676056338,0.6741573033707865,0.555,0.676056338028169
ma-bak-cepc-0502,yeast,confident,P38927,P12689,8tlt,0.8111888111888111,True,False,False,,ok,0.6666666666666666,0.7948717948717948,0.7872340425531915,0.8702290076335878,0.8207547169811321,0.9473684210526315
ma-bak-cepc-0503,yeast,confident,P38953,P40465,9q2c,0.8943089430894309,True,False,False,,ok,0.75,0.8070175438596491,0.8769230769230769,0.9243697478991597,0.8418079096045198,0.9082125603864735
