g1,g2,id1,id2,r,n_lines,pDockQ,ge1,ge2,identity,corum
FAM90A1,LDOC1,Q86YD7,O95751,-0.012738654389977455,349,0.37015583,0.0731341615319252,0.007671866100281477,0.08405172413793104,False
CDC5L,LDOC1,Q99459,O95751,-0.0321977399289608,1178,0.37602492,-1.6672489643096924,0.007671866100281477,0.06982543640897755,False
LDOC1,THAP7,O95751,Q9BT49,-0.07144854217767715,1178,0.28941784,0.007671866100281477,-0.16138873994350433,0.1262135922330097,False
LSM3,LSM8,P62310,O95777,0.20261378586292267,1178,0.55795984,-1.8582645654678345,-1.8107209205627441,0.22549019607843138,True
AP2A1,AP2S1,O95782,P53680,0.38038548827171326,1178,0.72990157,-0.02953496016561985,-0.5706266164779663,0.052200614124872056,False
AP2A1,AP2B1,O95782,P63010,0.29597651958465576,1178,0.59447605,-0.02953496016561985,-0.15819475054740906,0.20777891504605936,False
AP2M1,AP2A1,Q96CW1,O95782,0.32867926359176636,1178,0.24989834,-0.6677334308624268,-0.02953496016561985,0.1299897645854657,False
CHCHD4,AIFM1,Q8N4Q1,O95831,0.5256500244140625,1178,0.68134495,-0.9764078855514526,-0.35800275206565857,0.0766721044045677,False
CD79A,CLDN1,P11912,O95832,-0.05725841224193573,1178,0.31567781,0.13628360629081726,0.009732082486152649,0.18141592920353983,False
CD69,CLDN1,Q07108,O95832,-0.16793274879455566,1178,0.3099096,0.07958972454071045,0.009732082486152649,0.14691943127962084,False
CLDN1,FNDC9,O95832,Q8TBE3,0.12058500200510025,1178,0.23326945,0.009732082486152649,-0.01507076621055603,0.19642857142857142,False
PPIF,BPNT1,P30405,O95861,0.025243321433663368,1178,0.25127543,-0.12595471739768982,-0.245746910572052,0.17207792207792208,False
UBE2V1,BPNT1,Q13404,O95861,0.055731672793626785,1178,0.35607547,-0.3138408958911896,-0.245746910572052,0.10714285714285714,False
NOXA1,DDAH2,Q86UR1,O95865,0.009818262420594692,1178,0.35058293,0.023804916068911552,0.022854391485452652,0.18277310924369747,False
ITGAM,ABHD16A,P11215,O95870,0.0027782036922872066,1178,0.73121455,0.04037872329354286,-0.08256961405277252,0.14322916666666666,False
CBARP,ABHD16A,Q8N350,O95870,0.00438773725181818,1178,0.29728443,-0.007788978051394224,-0.08256961405277252,0.17304964539007092,False
RABAC1,C6orf47,Q9UI14,O95873,0.02219931036233902,1178,0.24342871,-0.12402266263961792,-0.0607696995139122,0.16666666666666666,False
FKBP7,TXNDC12,Q9Y680,O95881,0.05137907341122627,1178,0.28761342,-0.020741967484354973,-0.18598687648773193,0.15315315315315314,False
DLGAP3,GOLGA2,O95886,Q08379,0.046759799122810364,1178,0.25370734,-0.00029313727281987667,-0.15413284301757812,0.1686626746506986,False
CBX7,BMI1,O95931,P35226,-0.04988948628306389,1178,0.52574048,-0.0663011372089386,0.10868632048368454,0.1656441717791411,False
EFEMP2,RBP3,O95967,P10745,0.03559376671910286,1178,0.45753179,-0.015425151214003563,-0.17088301479816437,0.11868484362469928,False
CCND3,EFEMP2,P30281,O95967,-0.04356294497847557,1178,0.3617394,-0.3197183609008789,-0.015425151214003563,0.17155756207674944,False
EFEMP2,HHIPL1,O95967,Q96JK4,0.08498437702655792,1178,0.29589932,-0.015425151214003563,0.012406386435031891,0.159846547314578,False
FTO,EFEMP2,Q9C0B1,O95967,0.03647589311003685,1178,0.31922664,-0.05957070738077164,-0.015425151214003563,0.1702970297029703,False
MBD3,MTA1,O95983,Q13330,0.07348223030567169,1178,0.38629792,-0.05693429708480835,-0.019022829830646515,0.11328671328671329,True
MBD3,MTA3,O95983,Q9BTC8,0.037456221878528595,1178,0.36192734,-0.05693429708480835,-0.03139546886086464,0.12289562289562289,True
TOP3B,AXIN2,O95985,Q9Y2T1,0.09155691415071487,1178,0.33267131,-0.10831321775913239,-0.06493715941905975,0.1751740139211137,False
GABPB1,AGR2,Q06547,O95994,0.020773636177182198,1178,0.24518204,-0.6465395092964172,-0.03967583552002907,0.12658227848101267,False
TLE5,AGR2,Q08117,O95994,0.0379372164607048,1178,0.29386066,-0.04278573393821716,-0.03967583552002907,0.2182741116751269,False
AGR2,TCEA2,O95994,Q15560,-0.0558132566511631,1178,0.29219953,-0.03967583552002907,-0.05813737213611603,0.13377926421404682,False
GAS8,KRT14,O95995,P02533,-0.04912450164556503,1178,0.52744362,0.018582701683044434,-0.10920017212629318,0.1799163179916318,False
SKIL,GAS8,P12757,O95995,-0.011307373642921448,1178,0.32687703,-0.01718873530626297,0.018582701683044434,0.15935672514619884,False
GAS8,ZNF250,O95995,P15622,0.1537611037492752,1178,0.31229309,0.018582701683044434,0.017085812985897064,0.15535714285714286,False
TXLNA,GAS8,P40222,O95995,0.005264295265078545,1178,0.24518721,-0.08945633471012115,0.018582701683044434,0.21245421245421245,False
GAS8,GOLGA2,O95995,Q08379,0.041764263063669205,1178,0.37100741,0.018582701683044434,-0.15413284301757812,0.13672654690618763,False
CCDC6,GAS8,Q16204,O95995,-0.041968654841184616,1178,0.30745324,-0.194899320602417,0.018582701683044434,0.1903765690376569,False
CCDC146,GAS8,Q8IYE0,O95995,-0.07147280871868134,1178,0.30546291,-0.008222667500376701,0.018582701683044434,0.16230366492146597,False
GAS8,GCC1,O95995,Q96CN9,0.05702204257249832,1178,0.28629694,0.018582701683044434,-0.012362783774733543,0.16774193548387098,False
GAS8,FAM161B,O95995,Q96MY7,0.05478058382868767,1178,0.24946236,0.018582701683044434,0.02283908985555172,0.16383307573415765,False
MAD1L1,GAS8,Q9Y6D9,O95995,-0.04895692318677902,1178,0.54052099,-0.1263515055179596,0.018582701683044434,0.1894150417827298,False
ACTL6A,EWSR1,O96019,Q01844,0.1258384734392166,1178,0.34267548,-1.585509181022644,-0.8636667132377625,0.1173780487804878,False
SMARCB1,ACTL6A,Q12824,O96019,0.070125512778759,1178,0.47654286,-0.8200259804725647,-1.585509181022644,0.1794871794871795,True
HDAC1,ACTL6A,Q13547,O96019,0.016837581992149353,1178,0.37636137,-0.1551736742258072,-1.585509181022644,0.2033195020746888,True
HDAC2,ACTL6A,Q92769,O96019,-0.008909600786864758,1178,0.50175835,-0.05978936329483986,-1.585509181022644,0.17418032786885246,True
DPF2,ACTL6A,Q92785,O96019,0.07747317850589752,1178,0.25546751,-0.36207446455955505,-1.585509181022644,0.1794871794871795,True
CDKN1A,CCNE2,P38936,O96020,-0.0882989838719368,1178,0.61693098,0.2894359529018402,-0.09804902970790863,0.11633663366336634,False
CYB5R3,TMEM201,P00387,Q5SNT2,0.08094891905784607,1178,0.28446215,-0.014170771464705467,-0.15124958753585815,0.11261261261261261,False
CYB5R3,NXPE3,P00387,Q969Y0,-0.008477323688566685,1178,0.34509193,-0.014170771464705467,-0.08202625066041946,0.1556350626118068,False
SOD1,PPIF,P00441,P30405,0.0052937231957912445,1178,0.41913822,-1.3792566061019897,-0.12595471739768982,0.178743961352657,False
GLRX,SOD1,P35754,P00441,-0.021788474172353745,1178,0.28420868,-0.14881154894828796,-1.3792566061019897,0.18831168831168832,False
FKBP1A,SOD1,P62942,P00441,-0.01454518549144268,1043,0.27083028,-0.3649578094482422,-1.3792566061019897,0.16883116883116883,False
FKBP1B,SOD1,P68106,P00441,-0.04493306204676628,1178,0.3413182,0.18973006308078766,-1.3792566061019897,0.16233766233766234,False
EEF2KMT,HPRT1,Q96G04,P00492,0.07189613580703735,1178,0.30804144,-0.701794445514679,0.03968292474746704,0.13636363636363635,False
MAP2K2,MOS,P36507,P00540,-0.01569397747516632,1178,0.27917979,-0.11592912673950195,-0.13638082146644592,0.2375,False
PGK1,ACTC1,P00558,P68032,0.026059169322252274,1178,0.57021309,-0.7329132556915283,-0.006649556569755077,0.19664268585131894,False
PPIF,AK1,P30405,P00568,-0.07995885610580444,1178,0.28151269,-0.12595471739768982,-0.1765989512205124,0.21739130434782608,False
RAP1GDS1,NRAS,P52306,P01111,0.049537789076566696,1178,0.55660405,0.040560804307460785,-0.26543956995010376,0.09719934102141681,False
PENK,TPT1,P01210,P13693,-0.05545241758227348,1178,0.24223826,0.02712145447731018,-1.004910945892334,0.17228464419475656,False
MMD,GAST,Q15546,P01350,-0.07605472207069397,1178,0.29976749,-0.0030409989412873983,0.0021407778840512037,0.12605042016806722,False
AQP3,TNF,Q92482,P01375,-0.05464264750480652,1178,0.50001564,0.03050755150616169,-0.07806415855884552,0.17123287671232876,False
IFNA5,IFNA1,P01569,P01562,0.3645060658454895,1042,0.45382234,0.03849982097744942,-0.055866241455078125,,False
IFNA1,IFNA17,P01562,P01571,0.34554022550582886,1042,0.47269776,-0.055866241455078125,-0.07807909697294235,,False
IFNA21,IFNAR2,P01568,P48551,-0.14052961766719818,1042,0.47793977,-0.13538514077663422,0.1164894849061966,0.09514563106796116,False
HLA-DRB1,HLA-DRB5,P01912,Q30154,0.34317609667778015,1178,0.63856128,0.10847198218107224,0.13479715585708618,,False
KIFC3,KRT6A,Q9BVG8,P02538,-0.006677192635834217,1162,0.55767402,0.031241534277796745,-0.20600953698158264,0.1788715486194478,False
GDPD1,APOC3,Q8N9F7,P02656,-0.013458747416734695,1178,0.25205488,-0.0342898890376091,0.028503883630037308,0.09554140127388536,False
EBP,GYPA,Q15125,P02724,-0.10363168269395828,1178,0.39449414,0.047918833792209625,0.08395333588123322,0.13043478260869565,False
TLCD4,GYPA,Q96MV1,P02724,0.06580954790115356,1178,0.30196606,-0.08049624413251877,0.08395333588123322,0.1520912547528517,False
TMEM237,GYPA,Q96Q45,P02724,0.028194298967719078,1178,0.33633075,0.046736832708120346,0.08395333588123322,0.11519607843137254,False
TF,GPX8,P02787,Q8TED1,-0.05929647013545036,1178,0.36978972,-0.0005086754681542516,-0.2495092898607254,0.10744985673352435,False
FUCA1,CIB1,P04066,Q99828,0.07409097999334335,1178,0.36018783,-0.12839727103710175,-0.0184027012437582,0.12446351931330472,False
HOOK2,KRT1,Q96ED9,P04264,-0.013135412707924843,1178,0.34174827,0.057054243981838226,-0.0467119961977005,0.17385257301808066,False
ASL,QARS1,P04424,P47897,-0.009062088094651699,1178,0.23022055,-0.054755136370658875,-1.6815320253372192,0.1329032258064516,False
CAPNS1,CAPN1,P04632,P07384,0.061968844383955,1178,0.59299804,-0.13370448350906372,-0.16573405265808105,0.1722689075630252,False
RPN1,CAMLG,P04843,P49069,0.07686110585927963,1178,0.27926646,-0.9746201634407043,-0.48849382996559143,0.14662273476112025,False
KRT31,GNAI2,Q15323,P04899,0.019119780510663986,1178,0.27185166,-0.2508959472179413,-0.14982905983924866,0.17548076923076922,False
SIGLECL1,APOD,Q8N7X8,P05090,0.03512417897582054,1178,0.23056183,-0.013996182940900326,0.0039988248609006405,0.20812182741116753,False
ALDH2,ALDH6A1,P05091,Q02252,-0.05192089453339577,1178,0.68990272,-0.10938957333564758,-0.01855902373790741,0.29158878504672897,False
KRT18,GOLGA2,P05783,Q08379,0.11261974275112152,1178,0.35687918,0.04158038645982742,-0.15413284301757812,0.13373253493013973,False
KRT18,RCOR3,P05783,Q9P2K3,-0.003129418008029461,1178,0.31169256,0.04158038645982742,0.049823686480522156,0.17575757575757575,False
KRT8,KRT13,P05787,P13646,-0.013955849222838879,349,0.73449882,-0.6279649138450623,-0.007645763922482729,0.2981366459627329,False
TFIP11,KRT8,Q9UBB9,P05787,0.11371228098869324,349,0.23970354,-1.091179370880127,-0.6279649138450623,0.14695340501792115,False
YPEL3,CRYBA1,P61236,P05813,0.11424926668405533,1178,0.41317896,-0.23058579862117767,-0.18114277720451355,0.11162790697674418,False
VAC14,CRYBA1,Q08AM6,P05813,0.04654938355088234,1178,0.2905329,-0.12927581369876862,-0.18114277720451355,0.08823529411764706,False
LASP1,CRYBA1,Q14847,P05813,0.03731672093272209,1178,0.34953124,-0.09351672977209091,-0.18114277720451355,0.15708812260536398,False
CRYBA1,NOXA1,P05813,Q86UR1,-0.10767680406570435,1178,0.27597567,-0.18114277720451355,0.023804916068911552,0.11974789915966387,False
CRYBA1,RBPMS,P05813,Q93062,0.07347503304481506,1178,0.38125202,-0.18114277720451355,0.02716308832168579,0.17674418604651163,False
CRYBA1,RHOXF2,P05813,Q9BQY4,0.0011166208423674107,1043,0.23078723,-0.18114277720451355,-0.0970466136932373,0.1527777777777778,False
CHCHD2,CRYBA1,Q9Y6H1,P05813,-0.002281868364661932,1178,0.27287018,-0.36537471413612366,-0.18114277720451355,0.16744186046511628,False
MAD2L1,INSR,Q13257,P06213,-0.023728571832180023,1178,0.31726353,-1.7082000970840454,-0.1355591118335724,0.05861070911722142,False
CCNA2,CDK1,P20248,P06493,0.17565274238586426,1178,0.51798783,-1.3130156993865967,-2.370879888534546,0.17824074074074073,True
ATP5F1B,ATP5F1C,P06576,P36542,0.6295101046562195,1178,0.4060744,-0.9331632852554321,-0.5625135898590088,0.15879017013232513,True
EIF4E,EIF4ENIF1,P06730,Q9NRA8,-0.07820305973291397,1178,0.68865796,-1.520824909210205,-0.24592691659927368,0.06700507614213198,False
PPIF,DBI,P30405,P07108,-0.008441266603767872,1178,0.24735434,-0.12595471739768982,-0.10722741484642029,0.13526570048309178,False
DES,NEFM,P17661,P07197,0.05439794063568115,1178,0.73392918,0.05938977003097534,0.08214689046144485,0.21724890829694324,False
NEFM,INA,P07197,Q16352,-0.07759648561477661,1178,0.73531379,0.08214689046144485,0.016466522589325905,0.2740174672489083,False
THBD,KIR2DL3,P07204,P43628,0.02872868813574314,1178,0.26880053,-0.02539718523621559,0.07815271615982056,0.1426086956521739,False
AIG1,THBD,Q9NVV5,P07204,-0.011872831732034683,1178,0.3479541,0.11428071558475494,-0.02539718523621559,0.12695652173913044,False
HSPA5,P4HB,P11021,P07237,0.02670205384492874,1178,0.30223007,-1.2527687549591064,-0.049207065254449844,0.16666666666666666,False
P4HB,YWHAB,P07237,P31946,0.06281520426273346,1178,0.34322772,-0.049207065254449844,-0.010076310485601425,0.13385826771653545,False
P4HB,YWHAZ,P07237,P63104,0.07758820801973343,349,0.41735023,-0.049207065254449844,-0.6822043657302856,0.1377952755905512,False
LRFN4,P4HB,Q6PJG9,P07237,0.04521289840340614,1178,0.35372545,-0.04813621565699577,-0.049207065254449844,0.1795275590551181,False
NTM,P4HB,Q9P121,P07237,0.016130538657307625,1178,0.45294563,0.08246691524982452,-0.049207065254449844,0.1673228346456693,False
CAPN1,CAST,P07384,P20810,-0.015857476741075516,1178,0.59342674,-0.16573405265808105,-0.27693819999694824,0.17787114845938376,False
CAPN1,CAPNS2,P07384,Q96L46,0.044151466339826584,1178,0.6266621,-0.16573405265808105,0.13299675285816193,0.16806722689075632,False
HSPA5,TUBB,P11021,P07437,-0.03703717887401581,1178,0.38637514,-1.2527687549591064,-1.673378348350525,0.14831804281345565,True
HSPA8,TUBB,P11142,P07437,-0.020099235698580742,1178,0.34975974,-0.8518505692481995,-1.673378348350525,0.17027863777089783,False
EEF1G,TUBB,P26641,P07437,-0.026717493310570717,1178,0.34694727,-1.0173078775405884,-1.673378348350525,0.19594594594594594,True
TUBB,RPL23,P07437,P62829,0.0475953035056591,1178,0.31524505,-1.673378348350525,-2.645392656326294,0.11036036036036036,False
KPNB1,TUBB,Q14974,P07437,0.018739663064479828,1178,0.54676268,-2.0271530151367188,-1.673378348350525,0.136986301369863,False
HEXB,FAM210B,P07686,Q96KR6,0.11244788020849228,1178,0.2392402,0.013741273432970047,0.0517241396009922,0.12769784172661872,False
DARS1,EPRS1,P14868,P07814,0.09699317812919617,1178,0.55404705,-1.9059101343154907,-1.6646498441696167,0.09986772486772487,True
EPRS1,KARS1,P07814,Q15046,0.10649268329143524,1178,0.34021658,-1.6646498441696167,-1.648799180984497,0.1164021164021164,True
ZDHHC15,CELA2B,Q96MV8,P08218,-0.0801386907696724,1178,0.26627192,0.02028116211295128,0.0089091956615448,0.1572700296735905,False
SRPRB,SRPRA,Q9Y5M8,P08240,0.13806340098381042,1178,0.62789467,-0.6608504056930542,-0.7103297114372253,0.13009404388714735,False
ALAS1,SNRPB2,P13196,P08579,-0.011144183576107025,1178,0.43930805,-0.21949537098407745,-0.7417677044868469,0.103125,False
SNRPD3,SNRPB2,P62318,P08579,0.029142990708351135,349,0.23188473,-4.249576091766357,-0.7417677044868469,0.13333333333333333,False
CFHR3,CFH,Q02985,P08603,0.10057155042886734,1162,0.3263389,-0.017872847616672516,-0.05510343238711357,0.1844029244516653,False
VIM,NES,P08670,P48681,0.09260614961385727,1178,0.73474492,0.006141421385109425,-0.1105724424123764,0.09561998766193708,False
VIM,KIF9,P08670,Q9HAQ2,-0.03639087453484535,1178,0.24913982,0.006141421385109425,-0.03846222162246704,0.1468354430379747,False
EXOC8,KRT19,Q8IYI6,P08727,0.01432632002979517,1178,0.392253,-0.41522783041000366,-0.05701036751270294,0.14758620689655172,False
USHBP1,KRT19,Q8N6Y0,P08727,0.007204837165772915,1178,0.32090491,-0.06399358808994293,-0.05701036751270294,0.155049786628734,False
GNAI3,GNB1,P08754,P62873,-0.03515955060720444,1178,0.62006825,-0.029637865722179413,-0.16559244692325592,0.17796610169491525,False
U2AF2,SNRPA,P26368,P09012,-0.09079141169786453,1178,0.24273725,-1.429535984992981,-0.37376168370246887,0.15789473684210525,False
SNRPA,SNRPD1,P09012,P62314,0.045729752629995346,1178,0.43576974,-0.37376168370246887,-2.5965354442596436,0.09219858156028368,True
SNRPA,DDX39B,P09012,Q13838,0.11267340928316116,1178,0.37272397,-0.37376168370246887,-0.746597170829773,0.15186915887850466,False
SNRPA,PCBP1,P09012,Q15365,0.18321694433689117,1178,0.40438029,-0.37376168370246887,-1.4138424396514893,0.19101123595505617,False
FANCL,HOXD4,Q9NW38,P09016,-0.02817171812057495,1178,0.24154063,-0.24380117654800415,-0.04387868195772171,0.144,False
CSNK2A1,HOXC4,P68400,P09017,-0.036794666200876236,1178,0.31020799,-0.12552425265312195,-0.17595726251602173,0.1483375959079284,False
SNRPC,GOLGA2,P09234,Q08379,0.07430204004049301,1178,0.27713479,-0.7879713773727417,-0.15413284301757812,0.06087824351297405,False
PAEP,IFNLR1,P09466,Q8IU57,0.08034392446279526,1178,0.35641266,-0.10928823798894882,-0.20072737336158752,0.11153846153846154,False
PAEP,GRAMD2B,P09466,Q96HH9,-0.11183448880910873,1178,0.32333698,-0.10928823798894882,-0.06840480864048004,0.13657407407407407,False
CLTB,CLTC,P09497,Q00610,0.0018438760889694095,1178,0.69261011,-0.0753922387957573,-1.4355792999267578,0.06208955223880597,False
SEC22A,CD7,Q96IW7,P09564,0.12688280642032623,1178,0.28081386,-0.08306688815355301,-0.10839676856994629,0.1791530944625407,False
HNRNPA1,CUL1,P09651,Q13616,-0.03818009793758392,1178,0.33933442,-0.4333798289299011,-0.7117182016372681,0.1172680412371134,False
SNRPA1,TOE1,P09661,Q96GM8,-0.09688813239336014,1178,0.27587884,-2.8211867809295654,-0.5311331152915955,0.13725490196078433,False
TMEM54,CD3G,Q969K7,P09693,-0.03597075864672661,1178,0.35986962,-0.13266892731189728,0.07600435614585876,0.12612612612612611,False
H2AC11,H3C1,P0C0S8,P68431,0.21005892753601074,1178,0.39613218,-0.4346199035644531,-0.2667277157306671,0.21323529411764705,False
TFPT,PIM1,P0C1Z6,P11309,-0.07841720432043076,1178,0.33494814,-0.08133149892091751,-0.20797087252140045,0.22364217252396165,False
BCL2L1,BNIP5,Q07817,P0C671,-0.02685876190662384,1178,0.38096209,-1.0604352951049805,-0.11155018210411072,0.09969325153374232,False
CCNC,ZNF688,P24863,P0C7X2,0.022231336683034897,1178,0.36061453,-0.2620517313480377,-0.04099144786596298,0.17667844522968199,False
TENT5B,ZNF688,Q96A09,P0C7X2,0.008092650212347507,1178,0.40458189,0.04829917103052139,-0.04099144786596298,0.1811764705882353,False
CHTF8,DSCC1,P0CG13,Q9BVC3,0.6308900117874146,1178,0.71315748,-0.40999820828437805,-0.2184409648180008,0.09923664122137404,True
PRR35,MSS51,P0CG20,Q4VC12,0.10322204232215881,1178,0.32180666,0.08612436056137085,-0.04600570723414421,0.18388791593695272,False
TTC19,PRR35,Q6DKK2,P0CG20,-0.08341886103153229,1178,0.25307402,-0.2529568672180176,0.08612436056137085,0.14886164623467601,False
NSMF,CALM1,Q6X4W1,P0DP23,0.023995159193873405,1178,0.37411191,-0.10295499861240387,0.022757036611437798,0.08113207547169811,False
CALM2,NSMF,P0DP24,Q6X4W1,-0.05943791940808296,1178,0.29525166,0.11006620526313782,-0.10295499861240387,0.08113207547169811,False
CALM3,NSMF,P0DP25,Q6X4W1,0.06920231133699417,1178,0.45148051,0.1373060941696167,-0.10295499861240387,0.08113207547169811,False
ECE2,SYNE4,P0DPD6,Q8N205,-0.05485203489661217,349,0.33577552,-0.01750142127275467,-0.10316048562526703,0.1442663378545006,False
SCAND1,ZSCAN22,P57086,P10073,0.045781414955854416,1178,0.66415194,-0.2130463719367981,0.04462047666311264,0.12423625254582485,False
BYSL,ZSCAN22,Q13895,P10073,-0.061809688806533813,1178,0.47013414,-1.3705101013183594,0.04462047666311264,0.20977596741344195,False
GAA,ME1,P10253,P48163,-0.0874306932091713,1178,0.243273,-0.07281092554330826,-0.174170583486557,0.14285714285714285,False
RRAS,RAP1GDS1,P10301,P52306,-0.0451352521777153,1178,0.61155966,0.06266184151172638,0.040560804307460785,0.10049423393739704,False
DLAT,DLST,P10515,P36957,0.09592269361019135,1178,0.62426795,-0.040154024958610535,-0.3896713852882385,0.23338485316846985,False
PRKACG,PRKAR1A,P22612,P10644,-0.03250850737094879,1178,0.63204625,-0.21234193444252014,-0.17786076664924622,0.15485564304461943,False
HSD3B7,RBP3,Q9H2F3,P10745,0.11295194923877716,1178,0.26878255,-0.15011394023895264,-0.17088301479816437,0.08981555733761026,False
CDC23,RBP3,Q9UJX2,P10745,-0.0012430715141817927,1178,0.2587661,-2.192012071609497,-0.17088301479816437,0.132317562149158,False
HSPA5,ILF3,P11021,Q12906,-0.19615745544433594,1178,0.34049874,-1.2527687549591064,-0.949572741985321,0.1487695749440716,True
HSPA5,PDIA6,P11021,Q15084,0.08373863995075226,1178,0.34201934,-1.2527687549591064,0.03216719254851341,0.17584097859327216,False
HSPH1,HSPA5,Q92598,P11021,0.026998210698366165,1178,0.70988502,-0.019156448543071747,-1.2527687549591064,0.25874125874125875,False
HYOU1,HSPA5,Q9Y4L1,P11021,-0.0508897565305233,1178,0.71465252,-1.0448837280273438,-1.2527687549591064,0.21421421421421422,False
HSPA8,ACTB,P11142,P60709,0.008325310423970222,1178,0.47332299,-0.8518505692481995,-0.6299494504928589,0.15325077399380804,True
HSPA8,SKP1,P11142,P63208,0.02806367352604866,1178,0.31315103,-0.8518505692481995,-1.4505438804626465,0.08668730650154799,True
HSPA8,ACTG1,P11142,P63261,-0.1318734735250473,1178,0.48268902,-0.8518505692481995,-0.7161232233047485,0.15479876160990713,True
HSPA8,SRSF1,P11142,Q07955,0.02769399806857109,1178,0.45759272,-0.8518505692481995,-1.7023574113845825,0.10371517027863777,False
HSPA8,PDIA6,P11142,Q15084,0.033921148627996445,1178,0.35352681,-0.8518505692481995,0.03216719254851341,0.1609907120743034,False
DBT,DLST,P11182,P36957,-0.034665338695049286,1178,0.64659692,-0.09182657301425934,-0.3896713852882385,0.27385892116182575,False
ITGAM,KIR2DL3,P11215,P43628,-0.1214606985449791,1178,0.26888936,0.04037872329354286,0.07815271615982056,0.1154513888888889,False
PIM1,BANP,P11309,Q8N9N5,0.04418310895562172,1178,0.62293868,-0.20797087252140045,-0.9525805711746216,0.1348747591522158,False
ZBTB1,PIM1,Q9Y2K1,P11309,-0.006796389352530241,1178,0.32894909,-0.03409459441900253,-0.20797087252140045,0.10518934081346423,False
IDH2,MTHFD1,P48735,P11586,0.013097797520458698,1178,0.24435994,-0.02793370746076107,-0.3326820135116577,0.12299465240641712,False
SFTPC,TMEM30B,P11686,Q3MIR4,0.012736423872411251,1178,0.23796663,0.009157266467809677,0.006960244849324226,0.15954415954415954,False
GPX8,SFTPC,Q8TED1,P11686,-0.003921340685337782,1178,0.26597185,-0.2495092898607254,0.009157266467809677,0.16267942583732056,False
TMEM106C,SFTPC,Q9BVX2,P11686,-0.024087512865662575,1178,0.4063032,-0.0027408406604081392,0.009157266467809677,0.168,False
AQP6,MS4A1,Q13520,P11836,-0.04403286799788475,1178,0.31350228,-0.07723511010408401,0.024783441796898842,0.16498316498316498,False
MFSD14B,MS4A1,Q5SR56,P11836,0.033845216035842896,1178,0.42500944,-0.10548390448093414,0.024783441796898842,0.16996047430830039,False
CD79A,TMEM11,P11912,P17152,0.06220255419611931,1178,0.240367,0.13628360629081726,-0.2533855736255646,0.16371681415929204,False
HMOX2,CD79A,P30519,P11912,-0.034033771604299545,1178,0.31182577,0.0009631927241571248,0.13628360629081726,0.17405063291139242,False
CD79A,SLC7A1,P11912,P30825,0.16313651204109192,1178,0.33649359,0.13628360629081726,-0.28119662404060364,0.1192368839427663,False
CD79A,SLC6A12,P11912,P48065,0.03836626932024956,1178,0.33762801,0.13628360629081726,0.01717197708785534,0.10586319218241043,False
CYB561,CD79A,P49447,P11912,0.017335789278149605,1178,0.44426644,-0.23183859884738922,0.13628360629081726,0.2151394422310757,False
CD79A,SLC35B1,P11912,P78383,-0.0022745919413864613,1178,0.28197409,0.13628360629081726,-1.2490029335021973,0.16770186335403728,False
CD79A,MALL,P11912,Q13021,0.002098848344758153,1178,0.32015512,0.13628360629081726,-0.2591892182826996,0.168141592920354,False
CD79A,ALG10,P11912,Q5BKT4,-0.024425998330116272,1178,0.51408224,0.13628360629081726,-0.13335658609867096,0.11627906976744186,False
CD79A,ALG10B,P11912,Q5I7T1,-0.08344906568527222,1178,0.51930771,0.13628360629081726,-0.36000996828079224,0.11205073995771671,False
CD79A,RTP2,P11912,Q5QGT7,0.10880713164806366,1178,0.29849016,0.13628360629081726,0.13485287129878998,0.20353982300884957,False
CD79A,HACD4,P11912,Q5VWC8,-0.03740818798542023,1178,0.51121824,0.13628360629081726,0.21345892548561096,0.2025862068965517,False
CD79A,MFSD5,P11912,Q6N075,0.06936506927013397,1178,0.36888765,0.13628360629081726,0.04757249727845192,0.13111111111111112,False
CD79A,MFSD12,P11912,Q6NUT3,0.07961118221282959,1178,0.36320772,0.13628360629081726,0.11148581653833389,0.1375,False
NIPAL3,CD79A,Q6P499,P11912,0.059250857681035995,1178,0.27563533,0.06028265133500099,0.13628360629081726,0.15270935960591134,False
FA2H,CD79A,Q7L5A8,P11912,0.00833437405526638,1178,0.37361487,-0.08858222514390945,0.13628360629081726,0.15053763440860216,False
CD79A,OTOP2,P11912,Q7RTS6,-0.0240547563880682,1178,0.43297405,0.13628360629081726,-0.13093076646327972,0.12633451957295375,False
CD79A,SLC16A13,P11912,Q7RTY0,0.00781620480120182,1178,0.44144235,0.13628360629081726,0.04383929446339607,0.13849765258215962,False
CD79A,SLC46A3,P11912,Q7Z3Q1,-0.06196323409676552,1178,0.33472975,0.13628360629081726,-0.09400564432144165,0.1279826464208243,False
CD79A,TMEM86A,P11912,Q8N2M4,-0.00938019435852766,1178,0.53579328,0.13628360629081726,0.11852151900529861,0.17916666666666667,False
CD79A,SLC66A2,P11912,Q8N2U9,0.06860098987817764,1178,0.3831751,0.13628360629081726,0.12852174043655396,0.15498154981549817,False
CD79A,JAGN1,P11912,Q8N5M9,0.07211129367351532,1178,0.35663435,0.13628360629081726,0.14854472875595093,0.12831858407079647,False
CD79A,TRAM1L1,P11912,Q8N609,0.03607828542590141,1178,0.28958658,0.13628360629081726,-0.028326885774731636,0.12737127371273713,False
CD79A,TMEM86B,P11912,Q8N661,-0.005134508479386568,1178,0.34545323,0.13628360629081726,0.053364310413599014,0.22123893805309736,False
CD79A,ZDHHC22,P11912,Q8N966,0.057874955236911774,1178,0.53007287,0.13628360629081726,-0.046358827501535416,0.16730038022813687,False
