uid,group,f1,status,entry,n_pred,n_exp,method,res,deposit,insilico,correct,pre_multimer,hires
Q8IY18_Q8WV22,confident,0.9491525423728814,ok,9lwj,28.0,31.0,ELECTRON MICROSCOPY,7.19,2025-02-15,False,True,False,False
Q8IY18_Q96MF7,confident,0.8,ok,9lwj,74.0,76.0,ELECTRON MICROSCOPY,7.19,2025-02-15,False,True,False,False
Q8IZL8_Q9BV38,confident,0.7053140096618358,ok,8fl4,94.0,113.0,ELECTRON MICROSCOPY,2.89,2022-12-21,False,True,False,True
Q8IZL8_Q9NXF1,low,0.1724137931034483,ok,9dum,31.0,27.0,ELECTRON MICROSCOPY,3.56,2024-10-03,False,False,False,False
Q8N612_Q9H8T0,confident,0.8409090909090909,ok,8qat,95.0,81.0,ELECTRON MICROSCOPY,3.2,2023-08-23,True,True,False,False
Q8N668_Q9P000,confident,0.25,ok,8p0w,114.0,30.0,ELECTRON MICROSCOPY,2.9,2023-05-11,True,False,False,True
Q8N720_Q9NVM9,low,0.0571428571428571,ok,8pk6,1.0,34.0,X-RAY DIFFRACTION,3.21,2023-06-25,False,False,False,False
Q8N8R7_Q96T68,confident,0.9272727272727272,ok,8hfp,55.0,55.0,X-RAY DIFFRACTION,1.82,2022-11-11,False,True,False,True
Q8TAQ2_Q9NPI1,low,0.1212121212121212,ok,7vdv,19.0,47.0,ELECTRON MICROSCOPY,3.4,2021-09-07,False,False,True,False
Q8TDN6_Q99848,confident,0.9407114624505928,ok,8fkt,128.0,125.0,ELECTRON MICROSCOPY,2.81,2022-12-21,False,True,False,True
Q8TF46_Q9NQT5,low,0.0,ok,9g8m,20.0,20.0,ELECTRON MICROSCOPY,3.3,2024-07-23,False,False,False,False
Q8WTT2_Q9Y3T9,confident,0.8056537102473498,ok,8fkv,136.0,147.0,ELECTRON MICROSCOPY,2.47,2022-12-21,False,True,False,True
Q8WUA4_Q9UKN8,low,0.2758620689655172,ok,8cli,39.0,106.0,ELECTRON MICROSCOPY,3.2,2023-02-16,False,False,False,False
Q8WUB8_Q96GM5,low,0.0,ok,7vdv,2.0,22.0,ELECTRON MICROSCOPY,3.4,2021-09-07,False,False,True,False
Q8WUD4_Q99459,low,0.0,ok,9s2e,0.0,7.0,ELECTRON MICROSCOPY,2.4,2025-07-21,False,False,False,True
Q8WUD4_Q9BZJ0,confident,0.8450704225352113,ok,9fmd,35.0,36.0,ELECTRON MICROSCOPY,3.3,2024-06-05,False,True,False,False
Q8WUD4_Q9HCS7,confident,0.7790697674418605,ok,8ro2,75.0,97.0,ELECTRON MICROSCOPY,3.5,2024-01-11,False,True,False,False
Q92643_Q969N2,confident,0.9166666666666666,ok,7w72,105.0,111.0,ELECTRON MICROSCOPY,3.1,2021-12-02,False,True,False,False
Q92643_Q96S52,confident,0.8368200836820083,ok,7w72,121.0,118.0,ELECTRON MICROSCOPY,3.1,2021-12-02,False,True,False,False
Q969G3_Q9NPI1,low,0.0,ok,7vdv,0.0,22.0,ELECTRON MICROSCOPY,3.4,2021-09-07,False,False,True,False
Q969N2_Q96S52,confident,0.868421052631579,ok,8imx,77.0,75.0,ELECTRON MICROSCOPY,2.85,2023-03-07,False,True,False,True
Q969R8_Q9Y664,confident,0.9316770186335404,ok,9o5a,78.0,83.0,ELECTRON MICROSCOPY,3.2,2025-04-09,False,True,False,False
Q96CS2_Q9H6D7,confident,0.7705779334500875,ok,7sqk,282.0,289.0,ELECTRON MICROSCOPY,8.0,2021-11-05,False,True,False,False
Q96DZ1_Q9UBV2,confident,0.84375,ok,8kes,99.0,93.0,ELECTRON MICROSCOPY,3.5,2023-08-13,False,True,False,False
Q96F24_Q99570,confident,0.82,ok,9tz3,48.0,52.0,ELECTRON MICROSCOPY,3.66,2026-01-22,True,True,False,False
Q96FT9_Q9P2L0,confident,0.8242424242424242,ok,8bbe,93.0,72.0,ELECTRON MICROSCOPY,3.5,2022-10-12,False,True,False,False
Q96GM5_Q9NPI1,low,0.0,ok,7y8r,18.0,43.0,ELECTRON MICROSCOPY,4.4,2022-06-24,False,False,False,False
Q96HY6_Q96JB5,confident,0.5098039215686274,ok,9gy4,28.0,23.0,ELECTRON MICROSCOPY,3.0,2024-10-01,False,True,False,True
Q96IY1_Q9HBM1,low,0.0,ok,8ppr,0.0,10.0,ELECTRON MICROSCOPY,3.0,2023-07-08,False,False,False,True
Q96LI5_Q9UIV1,confident,0.8089887640449438,ok,7voi,51.0,38.0,X-RAY DIFFRACTION,4.38,2021-10-13,False,True,False,False
Q96MF7_Q96SB8,low,0.0,ok,9lwj,5.0,18.0,ELECTRON MICROSCOPY,7.19,2025-02-15,False,False,False,False
Q96RL1_Q9NWV8,low,0.08,ok,9smp,4.0,46.0,ELECTRON MICROSCOPY,3.0,2025-09-08,False,False,False,True
Q96RQ3_Q9HCC0,confident,0.9375,ok,8jxm,80.0,80.0,ELECTRON MICROSCOPY,3.49,2023-06-30,False,True,False,False
Q96S44_Q9NPF4,confident,0.6355140186915887,ok,9fl9,68.0,39.0,ELECTRON MICROSCOPY,3.74,2024-06-04,False,True,False,False
Q96S52_Q9H490,confident,0.8695652173913043,ok,8imx,31.0,38.0,ELECTRON MICROSCOPY,2.85,2023-03-07,False,True,False,True
Q96SY0_Q9NVR2,confident,0.5663716814159292,ok,8rbx,42.0,71.0,ELECTRON MICROSCOPY,4.1,2023-12-05,True,True,False,False
Q99436_Q9Y244,confident,0.8296296296296296,ok,8yix,68.0,67.0,ELECTRON MICROSCOPY,2.91,2024-02-29,False,True,False,True
Q99832_Q9H2J4,low,0.0,ok,7nvm,0.0,11.0,ELECTRON MICROSCOPY,3.1,2021-03-15,False,False,True,False
Q9BQ95_Q9H845,low,0.0,ok,8phe,3.0,41.0,ELECTRON MICROSCOPY,3.1,2023-06-19,False,False,False,False
Q9BRR8_Q9BRX9,confident,0.916030534351145,ok,9s2f,65.0,66.0,ELECTRON MICROSCOPY,3.14,2025-07-21,False,True,False,False
Q9BS16_Q9H3R5,confident,0.8957871396895787,ok,7xho,222.0,229.0,ELECTRON MICROSCOPY,3.29,2022-04-09,False,True,False,False
Q9BT04_Q9ULD6,confident,0.8426395939086294,ok,7q3d,99.0,98.0,ELECTRON MICROSCOPY,3.35,2021-10-27,False,True,False,False
Q9BT25_Q9NVX0,confident,0.6289308176100629,ok,7sqk,69.0,90.0,ELECTRON MICROSCOPY,8.0,2021-11-05,False,True,False,False
Q9BTE1_Q9UJW0,confident,0.8372093023255814,ok,9b85,68.0,61.0,ELECTRON MICROSCOPY,3.47,2024-03-28,False,True,False,False
Q9BV38_Q9NXF1,low,0.0,ok,8fl2,2.0,81.0,ELECTRON MICROSCOPY,2.67,2022-12-21,False,False,False,True
Q9BZE4_Q9UKD2,low,0.0,ok,8idy,0.0,10.0,ELECTRON MICROSCOPY,3.0,2023-02-14,False,False,False,True
Q9GZQ3_Q9UBI1,confident,0.2272727272727272,ok,8f2u,29.0,15.0,ELECTRON MICROSCOPY,3.53,2022-11-08,False,False,False,False
Q9H0A8_Q9UBI1,low,0.0,ok,8f2r,28.0,5.0,ELECTRON MICROSCOPY,3.12,2022-11-08,False,False,False,False
Q9H410_Q9HBM1,low,0.0,ok,8ppr,2.0,19.0,ELECTRON MICROSCOPY,3.0,2023-07-08,False,False,False,True
Q9H9A5_Q9UKZ1,confident,0.8457943925233645,ok,8bfi,224.0,204.0,X-RAY DIFFRACTION,3.0,2022-10-26,False,True,False,True
Q9HCN4_Q9UHW5,confident,0.7835051546391752,ok,9t5j,101.0,93.0,ELECTRON MICROSCOPY,2.8,2025-11-05,True,True,False,True
Q9NX08_Q9UBI1,confident,0.1654135338345864,ok,8f2r,113.0,20.0,ELECTRON MICROSCOPY,3.12,2022-11-08,False,False,False,False
Q9NXF1_Q9Y4W2,confident,0.9047619047619048,ok,8fl3,43.0,41.0,ELECTRON MICROSCOPY,2.53,2022-12-21,False,True,False,True
Q9NXL9_Q9UJA3,confident,0.028673835125448,ok,8s91,150.0,129.0,ELECTRON MICROSCOPY,4.3,2023-03-27,False,False,False,False
Q9P000_Q9Y6G5,confident,0.0491803278688524,ok,8p0w,113.0,9.0,ELECTRON MICROSCOPY,2.9,2023-05-11,True,False,False,True
Q9UBB9_Q9Y5B6,confident,0.8796296296296297,ok,8ro2,119.0,97.0,ELECTRON MICROSCOPY,3.5,2024-01-11,False,True,False,False
Q9UBI1_Q9Y6G5,confident,0.9056603773584906,ok,8f2u,26.0,27.0,ELECTRON MICROSCOPY,3.53,2022-11-08,False,True,False,False
Q9UHR5_Q9UK58,confident,0.9485294117647058,ok,9vuh,131.0,141.0,ELECTRON MICROSCOPY,2.7,2025-07-13,False,True,False,True
Q9UPM8_Q9Y587,confident,0.69,ok,9u9i,100.0,100.0,ELECTRON MICROSCOPY,4.0,2025-03-28,False,True,False,False
Q9Y5Q8_Q9Y5Q9,confident,0.8852459016393442,ok,8clk,150.0,155.0,ELECTRON MICROSCOPY,3.5,2023-02-16,False,True,False,False
